family,name,n,tau_real,tau_diff_real,s,phi,nullpos_iid,p_iid,nullpos_diff_iid,p_diff_iid,nullpos_ar1,p_ar1,nullpos_diff_ar1,p_diff_ar1
Renewables,Solar:Luxembourg,21,0.8181818181818181,0.8545454545454545,0.06132067908950048,0.0,0.494949494949495,0.04040404040404041,0.43386243386243384,0.031746031746031744,0.5,0.08080808080808081,0.5026455026455027,0.05291005291005291
Renewables,Solar:Maldives,13,-1.0,,0.0712332211280129,0.16520874391888976,0.44036697247706424,1.0,0.5675675675675675,,0.4957983193277311,1.0,0.46,
Renewables,Solar:Namibia,17,0.9047619047619049,0.7333333333333333,0.08940927657435814,0.0,0.49,0.01,0.51,0.165,0.485,0.05,0.46,0.16
Renewables,Solar:Netherlands,14,0.06666666666666665,0.7999999999999999,0.054668298318388354,0.7098308978467036,0.49,0.49,0.5376884422110553,0.1658291457286432,0.52,0.505,0.5347593582887701,0.1925133689839572
Renewables,Solar:New Caledonia,12,1.0,,0.06549127131942076,0.5962179551298558,0.4074074074074074,0.12962962962962962,0.16666666666666666,,0.5333333333333333,0.17777777777777778,0.3333333333333333,
Renewables,Solar:Pakistan,12,0.6,0.19999999999999998,0.11351272215311436,0.5119925527115659,0.43169398907103823,0.2568306010928962,0.4411764705882353,0.4411764705882353,0.5,0.29012345679012347,0.4957983193277311,0.4957983193277311
Renewables,Solar:Palestine,12,0.0,0.3333333333333334,0.06508728085585949,0.5069429673360238,0.46153846153846156,0.5692307692307692,0.6153846153846154,0.6153846153846154,0.43137254901960786,0.5784313725490197,0.6333333333333333,0.6333333333333333
Renewables,Solar:Panama,12,0.9999999999999999,0.0,0.06302745286116641,0.6348788617358012,0.5323741007194245,0.16546762589928057,0.6666666666666666,0.7142857142857143,0.47692307692307695,0.08461538461538462,0.4782608695652174,0.6304347826086957
Renewables,Solar:Portugal,18,0.911111111111111,1.0,0.06557940816009875,0.8383139677729751,0.545,0.0,0.545,0.005,0.575,0.0,0.66,0.0
Renewables,Solar:Romania,15,-0.4444444444444444,-0.3571428571428571,0.09944556776703477,0.4152722513165949,0.49404761904761907,0.7440476190476191,0.46987951807228917,0.7048192771084337,0.4968553459119497,0.8050314465408805,0.567741935483871,0.7548387096774194
Renewables,Solar:Slovenia,17,0.5555555555555555,0.5555555555555556,0.06833263877595074,0.6036119493884067,0.54,0.155,0.545,0.195,0.505,0.145,0.515,0.25
Renewables,Solar:South Africa,14,0.23809523809523814,0.4666666666666666,0.06159101020694968,0.7274115220167487,0.48,0.39,0.4696969696969697,0.2878787878787879,0.49222797927461137,0.36787564766839376,0.5343915343915344,0.31216931216931215
Renewables,Solar:South Korea,19,0.5555555555555556,0.8571428571428571,0.037889758259791774,0.49182614057596885,0.58,0.225,0.64,0.08,0.5,0.185,0.615,0.075
Renewables,Solar:Spain,20,0.303030303030303,0.7090909090909091,0.051523539849017586,0.7705813833021303,0.54,0.355,0.55,0.12,0.54,0.325,0.61,0.125
Renewables,Solar:Sri Lanka,12,0.8666666666666666,-0.19999999999999998,0.11888314298866684,0.0,0.45294117647058824,0.08235294117647059,0.3893805309734513,0.5929203539823009,0.5471698113207547,0.12578616352201258,0.4634146341463415,0.6260162601626016
Renewables,Solar:Switzerland,17,0.9555555555555554,0.7222222222222222,0.07448192369588515,0.0,0.4723618090452261,0.005025125628140704,0.4797979797979798,0.05555555555555555,0.525,0.005,0.47,0.11
Renewables,Solar:Taiwan,15,0.14285714285714288,0.8666666666666666,0.04797321420179689,0.8987928963147139,0.545,0.515,0.625,0.11,0.575,0.475,0.645,0.115
Renewables,Solar:Turkey,12,-0.2,-0.9999999999999999,0.08281510063521284,0.4780117564005379,0.3816793893129771,0.5877862595419847,0.3225806451612903,0.7580645161290323,0.43243243243243246,0.5405405405405406,0.3559322033898305,0.864406779661017
Renewables,Solar:United Arab Emirates,13,0.9999999999999999,0.39999999999999997,0.08863727647364035,0.3162673334513783,0.5408163265306123,0.10714285714285714,0.50920245398773,0.38650306748466257,0.48717948717948717,0.041025641025641026,0.4936708860759494,0.34177215189873417
Renewables,Solar:United States,15,0.2857142857142857,0.33333333333333337,0.054783413924144056,0.8168877907161739,0.4623115577889447,0.35678391959798994,0.46464646464646464,0.3333333333333333,0.5279187817258884,0.37055837563451777,0.5752688172043011,0.3870967741935484
Renewables,Wind:Argentina,16,0.9047619047619049,0.7333333333333333,0.06394446358606609,0.6387785769287976,0.59,0.045,0.645,0.265,0.51,0.015,0.58,0.175
Renewables,Wind:Australia,25,0.9230769230769229,0.909090909090909,0.043022651997604626,0.6569223909248159,0.585,0.0,0.57,0.025,0.51,0.01,0.51,0.02
Renewables,Wind:Austria,25,0.4285714285714286,0.4666666666666666,0.05458769644247186,0.5932776349744516,0.52,0.305,0.515,0.33,0.4642857142857143,0.24489795918367346,0.5078534031413613,0.3193717277486911
Renewables,Wind:Belgium,22,0.8181818181818181,0.9272727272727274,0.05817659059672133,0.0,0.5125628140703518,0.035175879396984924,0.4489795918367347,0.015306122448979591,0.49238578680203043,0.05583756345177665,0.4947916666666667,0.010416666666666666
Renewables,Wind:Brazil,18,0.6666666666666669,,0.035681696330488455,0.6549860106070234,0.42346938775510207,0.18877551020408162,0.38461538461538464,,0.4692737430167598,0.19553072625698323,0.4015151515151515,
Renewables,Wind:Canada,23,1.0,0.4666666666666666,0.0460749086377592,0.32956102003545723,0.48,0.005,0.4472361809045226,0.2814070351758794,0.4824120603015075,0.0,0.4845360824742268,0.30412371134020616
Renewables,Wind:Chile,18,0.7222222222222222,0.8571428571428571,0.03700541923741325,0.3720463368676248,0.43,0.095,0.415,0.045,0.545,0.095,0.47474747474747475,0.03535353535353535
Renewables,Wind:China,20,0.8909090909090909,0.5111111111111111,0.02957138144165829,0.59476553021783,0.545,0.025,0.52,0.22,0.515,0.02,0.48,0.195
Renewables,Wind:Denmark,39,0.9238095238095239,0.8681318681318682,0.0514386266204275,0.26365167746793994,0.505,0.015,0.535,0.035,0.56,0.02,0.545,0.04
Renewables,Wind:Dominican Republic,16,-0.3333333333333333,-0.19999999999999998,0.07458642803028191,0.4357861787478425,0.44385026737967914,0.5721925133689839,0.3870967741935484,0.5483870967741935,0.5086705202312138,0.7167630057803468,0.4676258992805755,0.6330935251798561
Renewables,Wind:Estonia,23,0.7904761904761906,0.8681318681318682,0.08946280001310486,0.22052750655436115,0.47,0.025,0.47738693467336685,0.01507537688442211,0.5515463917525774,0.05154639175257732,0.5052631578947369,0.02631578947368421
Renewables,Wind:Faroe Islands,22,0.3333333333333333,-0.19999999999999998,0.11738981340298515,0.3254722656985286,0.5477386934673367,0.4371859296482412,0.5052083333333334,0.640625,0.5736040609137056,0.4467005076142132,0.5595854922279793,0.6580310880829016
Renewables,Wind:Finland,17,0.8222222222222221,0.8333333333333334,0.05432301618704196,0.41514015219731804,0.515,0.045,0.485,0.05,0.525,0.04,0.53,0.06
Renewables,Wind:France,20,0.7818181818181819,0.8666666666666666,0.04477014091943998,0.0,0.535,0.065,0.5376884422110553,0.04522613065326633,0.525,0.055,0.53,0.04
Renewables,Wind:Germany,30,0.846153846153846,0.9696969696969696,0.04803785957319397,0.312082707069241,0.46,0.005,0.42,0.0,0.58,0.015,0.525,0.0
Renewables,Wind:Greece,28,0.30769230769230765,0.4242424242424242,0.04769641006042143,0.6484862595236008,0.505,0.315,0.5,0.295,0.56,0.4,0.545,0.31
Renewables,Wind:Ireland,30,0.6969696969696969,0.9272727272727274,0.04354688352381747,0.12434681930605616,0.49,0.13,0.45,0.015,0.54,0.13,0.5505050505050505,0.030303030303030304
Renewables,Wind:Italy,27,0.3333333333333333,0.7999999999999999,0.042654831605582484,0.30066339083093574,0.555,0.43,0.5555555555555556,0.16161616161616163,0.5276381909547738,0.4321608040201005,0.5555555555555556,0.13756613756613756
Renewables,Wind:Jamaica,17,0.7090909090909091,0.6888888888888888,0.06890191561143832,0.40790327375532126,0.5,0.085,0.5,0.11,0.5353535353535354,0.06565656565656566,0.5230769230769231,0.13846153846153847
Renewables,Wind:Lithuania,20,0.7999999999999999,-1.0,0.07759033709742619,0.2875820781017479,0.4146341463414634,0.1524390243902439,0.3645833333333333,1.0,0.46715328467153283,0.1678832116788321,0.4069767441860465,1.0
Renewables,Wind:Luxembourg,28,-0.025641025641025637,-0.2727272727272727,0.08549148173287108,0.44798904521392496,0.515,0.52,0.51,0.645,0.495,0.515,0.51,0.64
Renewables,Wind:Mexico,19,1.0,0.4666666666666666,0.053048167295100354,0.47345366603416555,0.4888888888888889,0.011111111111111112,0.4049079754601227,0.24539877300613497,0.5227272727272727,0.028409090909090908,0.3691275167785235,0.24161073825503357
Renewables,Wind:Morocco,28,0.3888888888888889,0.7142857142857142,0.04682038266557963,0.5962010180351281,0.465,0.24,0.51,0.16,0.485,0.35,0.615,0.185
Renewables,Wind:Netherlands,31,0.8823529411764707,0.926470588235294,0.05959757209940347,0.7106084247803591,0.51,0.0,0.505,0.0,0.555,0.0,0.515,0.0
Renewables,Wind:New Zealand,28,0.6911764705882353,0.41666666666666663,0.06077732761644384,0.7529292919775158,0.5045871559633027,0.12844036697247707,0.4342105263157895,0.34210526315789475,0.49230769230769234,0.1,0.45794392523364486,0.2336448598130841
Renewables,Wind:Norway,22,0.8205128205128204,0.909090909090909,0.06188297165539445,0.5866028867627078,0.49,0.02,0.485,0.0,0.565,0.015,0.56,0.005
Renewables,Wind:Poland,21,0.0,,0.05033533697186829,0.23861526289374776,0.4550898203592814,0.5149700598802395,0.4090909090909091,,0.55625,0.6125,0.5526315789473685,
Renewables,Wind:Spain,29,-0.19999999999999998,-0.6666666666666669,0.04004156984611794,0.5470788221769451,0.47126436781609193,0.5919540229885057,0.41904761904761906,0.8571428571428571,0.4779874213836478,0.559748427672956,0.39603960396039606,0.8217821782178217
Renewables,Wind:Sri Lanka,18,0.611111111111111,0.4999999999999999,0.06901461199522375,0.5130712809814642,0.5425531914893617,0.14361702127659576,0.48936170212765956,0.25,0.5416666666666666,0.19047619047619047,0.5059523809523809,0.30357142857142855
Renewables,Wind:Sweden,25,0.846153846153846,0.8787878787878787,0.05253879102604057,0.4517181957322788,0.48,0.015,0.485,0.025,0.53,0.055,0.535,0.035
Renewables,Wind:Turkey,20,0.6,0.5555555555555556,0.0293703780850986,0.45021968017132286,0.5025125628140703,0.20100502512562815,0.48205128205128206,0.22564102564102564,0.48,0.185,0.4734042553191489,0.20212765957446807
Renewables,Wind:United Kingdom,23,0.8666666666666666,0.9444444444444445,0.03711185891717729,0.0,0.475,0.03,0.49,0.015,0.565,0.045,0.515,0.015
Renewables,Wind:United States,26,0.4848484848484848,0.2727272727272727,0.034977013271830025,0.7319638820809741,0.53,0.275,0.525,0.395,0.485,0.235,0.475,0.315
BEV,China,12,0.7999999999999999,0.6666666666666669,0.07729057583506393,0.6311045870966802,0.4067796610169492,0.11864406779661017,0.3620689655172414,0.27586206896551724,0.44516129032258067,0.12903225806451613,0.527027027027027,0.4189189189189189
BEV,Czechia,13,0.9999999999999999,0.7999999999999999,0.08876244836592356,0.5358372914738669,0.52,0.01,0.4947916666666667,0.18229166666666666,0.44329896907216493,0.05154639175257732,0.5294117647058824,0.18235294117647058
BEV,Denmark,13,-0.2,0.9999999999999999,0.08965327758221242,0.8282593141768213,0.54,0.655,0.5376884422110553,0.1457286432160804,0.44,0.62,0.4731182795698925,0.08602150537634409
BEV,France,15,0.8095238095238096,0.9999999999999999,0.0639994332507763,0.5791846841750871,0.48,0.055,0.535,0.08,0.545,0.065,0.585,0.06
BEV,Germany,13,0.6666666666666669,,0.11883935767812409,0.2961552476944446,0.45977011494252873,0.2471264367816092,0.5263157894736842,,0.5850340136054422,0.3673469387755102,0.6164383561643836,
BEV,Luxembourg,14,0.5238095238095238,0.8666666666666666,0.07459011005914522,0.774423776775765,0.525,0.29,0.56,0.095,0.53,0.255,0.67,0.12
BEV,Norway,16,0.4285714285714286,0.8666666666666666,0.03937505913802174,0.6263610104151681,0.44,0.305,0.505,0.125,0.495,0.315,0.6,0.07
BEV,Spain,12,-0.19999999999999998,0.0,0.08809135292058069,0.0,0.42528735632183906,0.5862068965517241,0.4444444444444444,0.625,0.5084745762711864,0.6836158192090396,0.4673913043478261,0.5978260869565217
BEV,Sweden,13,0.39999999999999997,1.0,0.09405254846444762,0.6216838211405339,0.40816326530612246,0.32653061224489793,0.41216216216216217,0.1554054054054054,0.4419889502762431,0.30386740331491713,0.4745762711864407,0.09322033898305085
BEV,Switzerland,14,0.7333333333333333,0.7999999999999999,0.06886331498311704,0.5077140059699445,0.465,0.125,0.5,0.14285714285714285,0.53,0.195,0.5737704918032787,0.17486338797814208
BEV,USA,15,0.8095238095238096,0.4666666666666666,0.08002948215016717,0.663107685991503,0.54,0.115,0.58,0.365,0.535,0.035,0.655,0.37
