idx,tech,country,scale,series_type,n_pts,year_start,excluded,excl_reason,end_frac,start_frac,s_score,r2_logistic,r2_linear,has_inflection,growth_range
550,Television,Nigeria,National,pre_saturation,40,1960,False,,1.0,0.0,0.0171,0.9592,0.9421,False,0.825
551,Television,Italy,National,pre_saturation,40,1960,False,,1.0,0.0,-0.007,0.9882,0.9952,False,0.775
552,Telephones,Sierra Leone,National,pre_saturation,40,1963,False,,1.0,0.0,0.1379,0.9992,0.8613,True,0.2
553,Television,Honduras,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0288,0.9023,0.9311,True,0.825
554,Television,Tunisia,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0263,0.8061,0.8325,True,0.85
555,Television,Canada,National,pre_saturation,40,1960,False,,1.0,0.0,0.0022,0.9933,0.9911,False,0.725
556,Television,Denmark,National,pre_saturation,40,1960,False,,1.0,0.0,-0.003,0.9678,0.9708,False,0.8
557,Radio,Mali,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0251,0.9576,0.9827,False,0.825
558,Television,Philippines,National,pre_saturation,40,1960,False,,1.0,0.0,0.0095,0.9829,0.9734,True,0.725
559,Television,Turkey,National,pre_saturation,40,1960,False,,1.0,0.0,0.1378,0.9992,0.8613,True,0.2
560,Television,Australia,National,pre_saturation,40,1960,False,,1.0,0.0,0.0379,0.909,0.8711,False,0.8
561,Telephones,Burundi,National,pre_saturation,40,1963,False,,1.0,0.0,0.4133,0.9985,0.5852,True,0.175
562,Radio,Togo,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0322,0.801,0.8333,True,0.875
563,Television,Cambodia,National,pre_saturation,40,1960,False,,1.0,0.0,0.2828,0.9952,0.7124,True,0.325
564,Radio,Cameroon,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.8
565,Television,Peru,National,pre_saturation,40,1960,False,,1.0,0.0,-0.0028,0.9873,0.9902,False,0.775
566,Television,Syria,National,pre_saturation,39,1961,False,,1.0,0.0,0.0817,0.9927,0.911,True,0.462
567,Television,Gabon,National,pre_saturation,39,1961,False,,1.0,0.0,-0.0014,0.9931,0.9945,False,0.718
568,Television,Sierra Leone,National,pre_saturation,39,1961,False,,1.0,0.0,0.0106,0.9953,0.9847,False,0.718
569,Television,Ecuador,National,pre_saturation,39,1961,False,,1.0,0.0,-0.0279,0.8331,0.861,True,0.872
570,Television,Iceland,National,pre_saturation,39,1961,False,,1.0,0.0,-0.0112,0.9888,1.0,False,0.795
571,Television,Chile,National,pre_saturation,40,1960,False,,1.0,0.0,0.3188,0.972,0.6532,True,0.3
572,Radio,Sierra Leone,National,pre_saturation,39,1961,False,,1.0,0.0,-0.0121,0.9876,0.9997,False,0.769
573,Telephones,Syria,National,pre_saturation,39,1950,False,,1.0,0.0,0.0144,0.993,0.9786,False,0.718
574,Telephones,Israel,National,pre_saturation,39,1950,False,,1.0,0.0,-0.0054,0.9933,0.9987,False,0.744
575,Telephones,Burkina Faso,National,pre_saturation,44,1959,False,,1.0,0.0,0.66,0.9963,0.3363,True,0.136
576,Telephones,Swaziland,National,pre_saturation,40,1963,False,,1.0,0.0,0.4133,0.9985,0.5852,True,0.175
577,Radio,Tanzania,National,pre_saturation,39,1961,False,,1.0,0.0,-0.0023,0.9944,0.9967,False,0.718
578,Passenger Cars,Swaziland,National,pre_saturation,39,1965,True,Bell/Declining,0.613,0.0,,,,False,
579,Radio,Kuwait,National,pre_saturation,39,1961,False,,1.0,0.0,-0.0126,0.9868,0.9994,False,0.769
580,Steamships,Hungary,National,pre_saturation,47,1871,False,,1.0,0.0,-0.011,0.989,1.0,False,0.787
581,Passenger Cars,Central African Republic,National,pre_saturation,45,1949,False,,1.0,0.0,0.0446,0.9938,0.9492,True,0.489
582,Radio,Algeria,National,pre_saturation,38,1962,True,Truncated-start,1.0,0.862,,,,False,
583,Telephones,Singapore,National,pre_saturation,38,1951,False,,1.0,0.0,-0.0042,0.9917,0.9959,False,0.763
584,Telephones,Iraq,National,pre_saturation,40,1949,False,,1.0,0.0,0.0543,0.9978,0.9435,True,0.5
585,Television,Ivory Coast,National,pre_saturation,38,1962,False,,1.0,0.0,-0.0114,0.9886,1.0,False,0.789
586,Television,Sudan,National,pre_saturation,38,1962,False,,1.0,0.0,0.0593,0.9915,0.9322,True,0.526
587,Television,Israel,National,pre_saturation,38,1962,False,,1.0,0.0,0.2225,0.9136,0.691,True,0.605
588,Television,Algeria,National,pre_saturation,38,1962,False,,1.0,0.0,0.133,0.999,0.866,True,0.211
589,Radio,Uganda,National,pre_saturation,38,1962,False,,1.0,0.0,0.0838,0.9972,0.9134,True,0.5
590,Concentrated Solar Power,World,Global,pre_saturation,38,1985,False,,1.0,0.0,0.1072,0.9856,0.8784,False,0.553
591,Electricity,Russian Federation,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.58,,,,False,
592,Electricity,Singapore,National,pre_saturation,37,1985,False,,1.0,0.0,0.0083,0.9931,0.9848,False,0.703
593,Electricity,Thailand,National,pre_saturation,37,1985,False,,1.0,0.0,0.0244,0.995,0.9706,False,0.676
594,Electricity,Taiwan,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0114,0.9886,1.0,False,0.784
595,Electricity,Sweden,National,pre_saturation,37,1985,False,,0.988,0.153,0.0376,0.9555,0.9179,True,0.676
596,Electricity,Sri Lanka,National,pre_saturation,37,1985,False,,1.0,0.0,0.0233,0.9421,0.9188,False,0.811
597,Electricity,South Korea,National,pre_saturation,37,1985,False,,1.0,0.0,0.0029,0.989,0.9861,False,0.757
598,Electricity,Poland,National,pre_saturation,37,1985,True,Truncated-start,0.927,0.379,,,,False,
599,Electricity,Philippines,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.625,,,,False,
600,Electricity,World,Global,pre_saturation,37,1985,False,,1.0,0.0,0.0049,0.9933,0.9883,False,0.703
601,Electricity,Pakistan,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0097,0.9878,0.9975,False,0.757
602,Electricity,New Zealand,National,saturating,37,1985,False,,1.0,0.0,-0.0267,0.9312,0.9578,False,0.865
603,Electricity,Malaysia,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0104,0.983,0.9934,False,0.784
604,Television,Kenya,National,pre_saturation,37,1963,False,,1.0,0.0,0.055,0.9991,0.9441,True,0.541
605,Electricity,Japan,National,pre_saturation,37,1985,False,,1.0,0.0,0.094,0.9983,0.9043,True,0.486
606,Electricity,Vietnam,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0091,0.9854,0.9945,False,0.784
607,Television,Liberia,National,pre_saturation,37,1963,False,,1.0,0.0,-0.0054,0.9471,0.9525,True,0.838
608,Electricity,India,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0041,0.9934,0.9975,False,0.73
610,Electricity,Portugal,National,saturating,34,1985,False,,0.939,0.0,0.4459,0.9246,0.4787,True,0.529
611,Electricity,Slovakia,National,pre_saturation,37,1985,True,Bell/Declining,0.414,0.0,,,,False,
612,Electricity,Luxembourg,National,pre_saturation,37,1985,False,,1.0,0.0,0.0194,0.7822,0.7628,False,0.865
613,Television,Malaysia,National,pre_saturation,37,1963,False,,1.0,0.0,-0.0121,0.9877,0.9998,False,0.784
614,Electricity,Netherlands,National,pre_saturation,37,1985,False,,1.0,0.0,0.0695,0.9625,0.893,False,0.73
616,Electricity,Norway,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.584,,,,False,
617,Electricity,Spain,National,pre_saturation,37,1985,False,,1.0,0.0,0.0266,0.989,0.9624,False,0.676
618,Electricity,Indonesia,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0059,0.9781,0.9839,False,0.784
619,Telephones,Mali,National,pre_saturation,43,1960,False,,1.0,0.0,-0.011,0.989,1.0,False,0.767
620,Electricity,Kazakhstan,National,pre_saturation,37,1985,True,Truncated-start,0.999,0.825,,,,False,
621,Television,Ethiopia,National,pre_saturation,37,1965,False,,1.0,0.0,0.1166,0.9886,0.872,False,0.514
622,Electricity,Saudi Arabia,National,pre_saturation,37,1985,False,,1.0,0.0,0.0195,0.9976,0.9782,True,0.649
623,Television,Republic of the Congo,National,pre_saturation,37,1963,False,,1.0,0.0,-0.0134,0.984,0.9974,False,0.811
624,Electricity,Qatar,National,pre_saturation,37,1985,False,,1.0,0.0,0.0046,0.8961,0.8915,True,0.865
625,Electricity,Oman,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0066,0.946,0.9525,True,0.838
626,Electricity,Kuwait,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.566,,,,False,
627,Electricity,Israel,National,pre_saturation,37,1985,False,,1.0,0.0,0.0347,0.9945,0.9598,False,0.649
628,Electricity,Azerbaijan,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.587,,,,False,
629,Electricity,China Hong Kong SAR,National,saturating,32,1985,False,,1.0,0.0,-0.0106,0.9888,0.9994,False,0.75
630,Electricity,Iraq,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.784,,,,False,
631,Electricity,Iran,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0003,0.9917,0.992,False,0.757
632,Electricity,Uzbekistan,National,pre_saturation,37,1985,False,,0.715,0.274,0.1815,0.8896,0.7081,False,0.703
633,Electricity,Turkmenistan,National,pre_saturation,37,1985,True,Truncated-start,0.945,0.483,,,,False,
634,Electricity,Belarus,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.671,,,,False,
635,Electricity,United Arab Emirates,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0007,0.9847,0.9854,False,0.757
636,Electricity,Algeria,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0107,0.3635,0.3742,True,0.919
637,Electricity,Egypt,National,pre_saturation,37,1985,False,,1.0,0.0,-0.001,0.9918,0.9928,False,0.73
638,Electricity,Morocco,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0063,0.9119,0.9182,False,0.838
639,Electricity,China,National,pre_saturation,37,1985,False,,1.0,0.0,-0.007,0.9904,0.9974,False,0.757
640,Electricity,Bangladesh,National,pre_saturation,37,1985,False,,1.0,0.0,0.0445,0.9925,0.948,False,0.622
641,Electricity,Switzerland,National,saturating,30,1985,True,Truncated-start,1.0,0.384,,,,False,
642,Television,Indonesia,National,pre_saturation,37,1963,False,,1.0,0.0,0.1054,0.9878,0.8824,False,0.541
643,Television,Burkina Faso,National,pre_saturation,37,1963,False,,1.0,0.0,-0.0112,0.9888,1.0,False,0.784
644,Electricity,Australia,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0113,0.987,0.9983,False,0.784
645,Electricity,Turkey,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0062,0.9893,0.9955,False,0.784
646,Television,Uganda,National,pre_saturation,37,1963,False,,1.0,0.0,0.0215,0.9895,0.968,False,0.676
647,Telephones,Central African Republic,National,pre_saturation,44,1959,False,,1.0,0.0,0.1809,0.9993,0.8184,True,0.159
648,Electricity,Latvia,National,pre_saturation,37,1985,True,Truncated-start,0.811,0.653,,,,False,
649,Electricity,United Kingdom,National,saturating,24,1985,False,,1.0,0.0,0.0039,0.9894,0.9855,False,0.75
650,Telephones,Saudi Arabia,National,pre_saturation,42,1951,False,,1.0,0.0,0.1214,0.9877,0.8664,True,0.476
651,Electricity,South Africa,National,saturating,35,1985,False,,1.0,0.0,-0.0148,0.9839,0.9987,False,0.8
652,Telephones,Tanzania,National,pre_saturation,37,1952,False,,1.0,0.0,-0.0024,0.9632,0.9656,False,0.811
653,Electricity,Italy,National,pre_saturation,37,1985,False,,1.0,0.0,0.0158,0.9957,0.9799,True,0.595
654,Electricity,Canada,National,saturating,37,1985,False,,1.0,0.0,0.0307,0.9986,0.9679,True,0.595
655,Electricity,Mexico,National,pre_saturation,37,1985,False,,1.0,0.0,0.0123,0.9946,0.9823,False,0.703
656,Electricity,US,National,saturating,37,1985,False,,1.0,0.0,0.0867,0.9944,0.9077,False,0.568
657,Electricity,Argentina,National,pre_saturation,37,1985,False,,1.0,0.0,0.0336,0.9938,0.9602,False,0.595
658,Electricity,Brazil,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0275,0.85,0.8775,True,0.892
659,Electricity,Chile,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0109,0.98,0.9909,False,0.784
660,Electricity,Colombia,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0098,0.9886,0.9984,False,0.757
661,Steamships,Mexico,National,pre_saturation,37,1888,False,,1.0,0.333,-0.0184,0.843,0.8614,True,0.676
662,Electricity,Peru,National,pre_saturation,37,1985,False,,0.846,0.0,0.0706,0.9802,0.9095,True,0.622
663,Passenger Cars,Kuwait,National,pre_saturation,37,1961,False,,1.0,0.0,-0.009,0.9897,0.9988,False,0.757
664,Electricity,Ecuador,National,saturating,37,1985,False,,1.0,0.0,-0.0039,0.9894,0.9933,False,0.757
665,Electricity,Czech Republic,National,saturating,31,1985,False,,1.0,0.0,0.0021,0.9871,0.9851,False,0.742
666,Electricity,Ireland,National,pre_saturation,37,1985,False,,1.0,0.0,0.0217,0.9919,0.9702,False,0.649
667,Electricity,Denmark,National,pre_saturation,37,1985,True,Truncated-start,0.743,0.791,,,,False,
668,Electricity,France,National,saturating,24,1985,False,,1.0,0.0,-0.0112,0.9882,0.9994,False,0.75
669,Electricity,Germany,National,pre_saturation,37,1985,False,,1.0,0.0,0.1429,0.9901,0.8472,False,0.459
670,Radio,Kenya,National,pre_saturation,37,1963,False,,1.0,0.0,-0.0106,0.9889,0.9994,False,0.784
671,Electricity,Greece,National,pre_saturation,37,1985,False,,1.0,0.0,0.0853,0.9895,0.9042,False,0.568
672,Electricity,Hungary,National,pre_saturation,37,1985,False,,0.888,0.0,0.0602,0.9859,0.9257,True,0.568
673,Electricity,Cyprus,National,pre_saturation,37,1985,False,,1.0,0.0,-0.0202,0.9726,0.9927,False,0.811
674,Electricity,Finland,National,pre_saturation,37,1985,False,,1.0,0.1,0.1535,0.9943,0.8408,True,0.324
675,Electricity,Iceland,National,saturating,37,1985,False,,1.0,0.0,-0.0271,0.9373,0.9644,False,0.838
676,Electricity,Trinidad & Tobago,National,saturating,33,1985,False,,1.0,0.0,-0.0007,0.9888,0.9894,False,0.697
677,Electricity,Venezuela,National,pre_saturation,37,1985,False,,1.0,0.0,0.0001,0.9881,0.988,False,0.757
679,Electricity,Bulgaria,National,pre_saturation,37,1985,True,Truncated-start,1.0,0.668,,,,False,
680,Electricity,Austria,National,saturating,37,1985,False,,0.834,0.0,0.1389,0.9883,0.8494,True,0.324
681,Electricity,Belgium,National,pre_saturation,37,1985,False,,1.0,0.0,0.0394,0.9988,0.9594,True,0.568
682,Television,Albania,National,pre_saturation,36,1964,False,,1.0,0.0,-0.0112,0.9888,1.0,False,0.778
683,Telephones,South Korea,National,pre_saturation,37,1952,False,,1.0,0.0,-0.0055,0.9856,0.9911,False,0.784
684,Radio,Malawi,National,pre_saturation,36,1964,False,,1.0,0.0,-0.0079,0.9912,0.9992,False,0.778
685,Passenger Cars,Liberia,National,pre_saturation,36,1962,False,,1.0,0.0,0.0524,0.9688,0.9163,False,0.694
686,Television,Democratic Republic of the Congo,National,pre_saturation,36,1964,False,,1.0,0.0,-0.0114,0.9886,1.0,False,0.778
687,Real-Time Gross Settlement Adoption,United States,National,pre_saturation,36,1970,False,,1.0,0.0,0.4,0.9947,0.5947,False,0.278
688,Television,Ghana,National,pre_saturation,36,1964,False,,1.0,0.0,0.076,0.999,0.923,True,0.5
689,Radio,Zambia,National,pre_saturation,36,1964,True,Truncated-start,0.386,1.0,,,,False,
690,Television,Zambia,National,pre_saturation,36,1964,False,,1.0,0.0,-0.0127,0.9864,0.9992,False,0.806
691,Telephones,Philippines,National,pre_saturation,39,1950,False,,1.0,0.0,0.0214,0.9638,0.9424,False,0.795
692,Telephones,Uganda,National,pre_saturation,37,1952,False,,1.0,0.0,0.0162,0.9928,0.9766,False,0.703
693,Television,Pakistan,National,pre_saturation,36,1964,False,,1.0,0.0,0.0072,0.9875,0.9803,False,0.722
694,Television,Madagascar,National,pre_saturation,35,1968,False,,1.0,0.0,0.0097,0.9931,0.9833,False,0.714
695,Television,Suriname,National,pre_saturation,37,1965,False,,1.0,0.0,0.047,0.9608,0.9139,False,0.757
696,Radio,Gambia,National,pre_saturation,35,1965,True,Truncated-start,1.0,0.385,,,,False,
697,Passenger Cars,Afghanistan,National,pre_saturation,36,1957,False,,1.0,0.0,-0.0131,0.9862,0.9993,False,0.806
698,Radio,Zimbabwe,National,pre_saturation,35,1965,False,,1.0,0.0,-0.0125,0.9868,0.9994,False,0.771
699,Passenger Cars,Lebanon,National,pre_saturation,37,1946,False,,1.0,0.0,-0.0111,0.9889,1.0,False,0.784
701,Radio,Singapore,National,pre_saturation,35,1965,False,,1.0,0.0,-0.0101,0.9889,0.999,False,0.771
703,Television,Singapore,National,pre_saturation,35,1965,False,,1.0,0.0,-0.0103,0.9882,0.9985,False,0.8
704,Television,Paraguay,National,pre_saturation,35,1965,False,,1.0,0.0,-0.0113,0.9887,1.0,False,0.771
705,Telephones,Guinea,National,pre_saturation,36,1958,False,,1.0,0.0,0.6777,0.9937,0.316,False,0.111
706,Power Steering,United States,National,saturating,34,1951,False,,1.0,0.0,0.02,0.9873,0.9673,False,0.706
707,Radio,Botswana,National,pre_saturation,34,1966,False,,1.0,0.0,-0.0113,0.9887,1.0,False,0.765
709,Telephones,Oman,National,pre_saturation,35,1968,False,,1.0,0.0,0.7506,0.9917,0.2411,False,0.086
710,Radio,Lesotho,National,pre_saturation,34,1966,False,,1.0,0.0,0.8354,0.9955,0.1601,False,0.029
712,Radio,Guyana,National,pre_saturation,34,1966,True,Truncated-start,1.0,1.0,,,,False,
713,Steamships,Netherlands,National,pre_saturation,34,1846,False,,1.0,0.0,0.0874,0.793,0.7055,True,0.912
714,Television,Mongolia,National,pre_saturation,34,1966,False,,1.0,0.0,-0.0146,0.9833,0.9979,False,0.794
715,Cellphones,World,Global,pre_saturation,33,1978,False,,1.0,0.0,-0.0061,0.9879,0.9939,False,0.758
716,Telephones,Kuwait,National,pre_saturation,33,1956,False,,1.0,0.0,0.2303,0.9982,0.7679,True,0.303
717,Passenger Cars,Burkina Faso,National,pre_saturation,34,1954,False,,1.0,0.0,-0.0125,0.9872,0.9997,False,0.794
718,Passenger Cars,Papua New Guinea,National,pre_saturation,37,1956,False,,1.0,0.0,-0.0182,0.9611,0.9793,False,0.838
719,Telephones,Taiwan,National,pre_saturation,33,1956,False,,1.0,0.0,-0.0042,0.9875,0.9918,False,0.758
720,Television,Greece,National,pre_saturation,33,1967,False,,1.0,0.0,0.0114,0.9829,0.9715,False,0.727
721,Radio,Yemen,National,pre_saturation,33,1967,False,,1.0,0.0,-0.0114,0.9886,1.0,False,0.758
723,Television,Jordan,National,pre_saturation,33,1967,False,,1.0,0.0,-0.0053,0.9807,0.986,False,0.818
724,Microcomputers,United States,National,pre_saturation,33,1984,False,,1.0,0.0,-0.0085,0.99,0.9985,False,0.758
725,Crop Harvester,Sri Lanka,National,saturating,33,1969,False,,1.0,0.0,0.8999,0.9881,0.0882,False,0.0
727,Television,Mauritius,National,pre_saturation,32,1968,False,,1.0,0.0,0.0181,0.9864,0.9683,False,0.688
728,Radio,Swaziland,National,pre_saturation,32,1968,False,,1.0,0.0,-0.0115,0.9885,1.0,False,0.75
729,Telephones,Niger,National,pre_saturation,34,1960,False,,1.0,0.0,0.3472,0.9946,0.6475,False,0.294
730,Radio,Mauritius,National,pre_saturation,32,1968,False,,1.0,0.0,0.2893,0.9944,0.7052,False,0.312
732,Passenger Cars,Rwanda,National,pre_saturation,38,1955,True,Truncated-start,1.0,0.39,,,,False,
734,Television,Senegal,National,pre_saturation,32,1968,False,,1.0,0.0,-0.0092,0.9886,0.9978,False,0.75
735,Passenger Cars,Burundi,National,pre_saturation,33,1962,True,Truncated-start,0.001,1.0,,,,False,
736,Television,Taiwan,National,pre_saturation,32,1968,False,,1.0,0.0,-0.0118,0.9881,0.9999,False,0.781
737,Television,Bolivia,National,pre_saturation,31,1970,False,,1.0,0.0,-0.011,0.9887,0.9997,False,0.806
738,Radio,Burundi,National,pre_saturation,31,1969,False,,1.0,0.0,0.0106,0.9855,0.9749,False,0.742
739,Television,Tanzania,National,pre_saturation,31,1969,False,,1.0,0.0,0.0,0.9866,0.9866,False,0.742
740,Radio,Oman,National,pre_saturation,30,1970,False,,1.0,0.0,-0.0115,0.9885,1.0,False,0.8
741,Cable TV,United States,National,pre_saturation,30,1968,False,,1.0,0.0,-0.0069,0.989,0.9959,False,0.767
742,Television,Libya,National,pre_saturation,30,1970,False,,1.0,0.0,0.0256,0.9879,0.9623,False,0.733
743,Telephones,Republic of the Congo,National,saturating,30,1959,False,,1.0,0.0,0.3982,0.9945,0.5964,False,0.267
744,Radio,Bangladesh,National,pre_saturation,29,1971,False,,1.0,0.0,-0.0113,0.9884,0.9997,False,0.793
745,Television,Bangladesh,National,pre_saturation,29,1971,False,,1.0,0.0,-0.0109,0.989,0.9999,False,0.793
746,Television,Egypt,National,pre_saturation,29,1971,False,,1.0,0.0,-0.0116,0.9884,1.0,False,0.793
747,Television,Equatorial Guinea,National,pre_saturation,29,1971,False,,1.0,0.0,0.0221,0.9846,0.9625,False,0.69
843,Television,Mozambique,National,pre_saturation,28,1975,False,,1.0,0.0,0.1585,0.9938,0.8353,False,0.429
844,Telephones,Croatia,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0074,0.9894,0.9967,False,0.75
845,Television,Yemen,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0115,0.9884,0.9999,False,0.786
846,Passenger Cars,Burma,National,pre_saturation,28,1948,True,Truncated-start,0.596,0.623,,,,False,
847,Telephones,Moldova,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0118,0.9881,0.9999,False,0.786
848,Telephones,Iceland,National,saturating,28,1975,True,Truncated-start,0.185,1.0,,,,False,
849,Telephones,Albania,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0048,0.986,0.9907,False,0.786
850,Telephones,Laos,National,pre_saturation,28,1975,False,,0.993,0.095,0.1695,0.9966,0.8271,False,0.464
855,Telephones,Azerbaijan,National,pre_saturation,28,1975,False,,1.0,0.0,0.0118,0.9824,0.9706,False,0.714
857,Television,Oman,National,pre_saturation,28,1975,True,Truncated-start,1.0,0.801,,,,False,
861,Television,Togo,National,pre_saturation,28,1975,False,,1.0,0.0,0.1393,0.9611,0.8218,False,0.571
862,Telephones,Gambia,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0079,0.9886,0.9966,False,0.75
863,Telephones,Bangladesh,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0112,0.9888,1.0,False,0.786
864,Telephones,Estonia,National,saturating,28,1975,False,,1.0,0.0,0.0509,0.9769,0.926,False,0.643
865,Wet Flue Gas Desulfurization Systems,Japan,National,pre_saturation,28,1972,False,,1.0,0.0,-0.001,0.9861,0.9872,False,0.786
866,Wet Flue Gas Desulfurization Systems,United States,National,pre_saturation,28,1972,False,,1.0,0.0,0.1617,0.9938,0.832,False,0.429
867,Telephones,Lesotho,National,pre_saturation,28,1975,False,,1.0,0.0,0.0087,0.9898,0.9812,False,0.714
868,Telephones,Latvia,National,saturating,28,1975,False,,1.0,0.0,0.0006,0.9846,0.984,False,0.75
869,Telephones,Belarus,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0101,0.9887,0.9988,False,0.75
870,Telephones,Kazakhstan,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0004,0.9883,0.9887,False,0.75
871,Wet Flue Gas Desulfurization Systems,Germany,National,pre_saturation,28,1972,False,,1.0,0.0,-0.0133,0.9843,0.9976,False,0.786
872,Telephones,Belize,National,saturating,27,1975,False,,1.0,0.0,0.0985,0.9608,0.8622,False,0.593
873,Television,South Africa,National,pre_saturation,28,1975,False,,1.0,0.0,0.0631,0.9899,0.9268,False,0.607
874,Telephones,Tajikistan,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0116,0.9884,1.0,False,0.786
875,Telephones,Uzbekistan,National,pre_saturation,28,1975,False,,1.0,0.0,0.0033,0.9841,0.9808,False,0.75
877,Telephones,Kyrgyzstan,National,pre_saturation,28,1975,False,,1.0,0.0,-0.007,0.9892,0.9961,False,0.75
884,Telephones,Georgia,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0022,0.988,0.9902,False,0.75
888,Telephones,Lithuania,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0117,0.9883,1.0,False,0.786
894,Telephones,Armenia,National,saturating,18,1975,False,,1.0,0.0,-0.0032,0.9878,0.991,False,0.722
899,Telephones,Russia,National,pre_saturation,28,1975,False,,1.0,0.0,0.0114,0.9829,0.9715,False,0.714
900,Telephones,Nepal,National,pre_saturation,28,1975,False,,1.0,0.0,-0.003,0.9848,0.9878,False,0.786
902,Telephones,Papua New Guinea,National,pre_saturation,28,1975,False,,1.0,0.0,0.004,0.9891,0.9851,False,0.75
903,Telephones,Slovak Republic,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0116,0.9884,1.0,False,0.786
908,Telephones,United Arab Emirates,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0079,0.9885,0.9964,False,0.75
910,Telephones,Luxembourg,National,pre_saturation,28,1975,False,,1.0,0.0,0.0058,0.9844,0.9786,False,0.75
911,Telephones,Ukraine,National,pre_saturation,28,1975,False,,1.0,0.0,-0.0116,0.9884,1.0,False,0.786
912,Telephones,Turkmenistan,National,saturating,28,1975,False,,1.0,0.0,-0.0116,0.9884,1.0,False,0.786
913,Telephones,Mauritania,National,pre_saturation,28,1975,False,,1.0,0.0,0.0562,0.9761,0.9199,False,0.607
920,Insect-Resistant Cotton,United States,National,pre_saturation,27,1996,False,,1.0,0.0,-0.0106,0.9893,0.9999,False,0.778
921,Herbicide-Tolerant Soybeans,United States,National,pre_saturation,27,1996,False,,1.0,0.0,0.0225,0.9855,0.963,False,0.667
922,Herbicide-Tolerant Cotton,United States,National,pre_saturation,27,1996,False,,1.0,0.0,0.0139,0.9873,0.9734,False,0.704
923,Television,Central African Republic,National,pre_saturation,27,1976,False,,1.0,0.0,-0.0115,0.9885,1.0,False,0.778
924,Herbicide-Tolerant Corn,United States,National,pre_saturation,27,1996,False,,1.0,0.0,0.0093,0.9854,0.9761,False,0.704
926,Television,Niger,National,pre_saturation,27,1975,False,,0.999,0.0,0.1297,0.9935,0.8638,False,0.444
927,Television,Belarus,National,pre_saturation,27,1975,False,,1.0,0.0,0.0042,0.9836,0.9794,False,0.741
928,Television,Hong Kong,National,pre_saturation,27,1975,False,,1.0,0.0,-0.0013,0.99,0.9913,False,0.704
929,Television,United Arab Emirates,National,pre_saturation,27,1975,False,,1.0,0.0,0.076,0.9678,0.8918,False,0.63
931,Insect-Resistant Corn,United States,National,pre_saturation,27,1996,False,,1.0,0.0,0.0187,0.9859,0.9672,False,0.667
935,Television,Chad,National,pre_saturation,26,1974,False,,1.0,0.0,0.01,0.9892,0.9791,False,0.731
936,Passenger Cars,Laos,National,pre_saturation,27,1948,False,,1.0,0.0,-0.0106,0.9892,0.9998,False,0.778
937,Radio,Guinea-Bissau,National,pre_saturation,26,1974,False,,1.0,0.0,-0.0108,0.989,0.9998,False,0.769
938,Television,Somalia,National,pre_saturation,26,1974,False,,1.0,0.0,-0.0108,0.989,0.9998,False,0.769
939,Steamships,Chile,National,pre_saturation,32,1853,False,,1.0,0.228,-0.0015,0.9925,0.9939,False,0.844
941,Telephones,Jordan,National,pre_saturation,26,1977,False,,1.0,0.0,0.0102,0.9878,0.9775,False,0.692
944,Television,Swaziland,National,pre_saturation,26,1977,False,,1.0,0.0,0.6578,0.9907,0.3329,False,0.115
